"Name","Sweep","Runtime","State","Created","best_eval_top1","unc-module","n_few_shot","dataset","loss","model","lr","num-heads","initial-checkpoint","best_test_avg_downstream_auroc_correct","best_test_avg_downstream_auroc_correct_mixed","best_test_avg_downstream_auroc_ood","best_furthertest_avg_downstream_auroc_correct","best_test_avg_downstream_r1","best_furthertest_avg_downstream_r1","best_test_avg_downstream_croppedHasBiggerUnc","best_furthertest_avg_downstream_croppedHasBiggerUnc","best_eval_avg_downstream_auroc_correct","best_eval_avg_downstream_auroc_correct_mixed","best_eval_avg_downstream_auroc_ood","best_eval_avg_downstream_croppedHasBiggerUnc","best_eval_avg_downstream_r1","eval_avg_downstream_auroc_correct","eval_avg_downstream_croppedHasBiggerUnc","eval_avg_downstream_r1","best_eval_auroc_correct","best_eval_r1","eval_time_per_sample"
"comfy-sweep-2","apnmy54t","1507","finished","2023-08-14T21:12:04.000Z","49.298","pred-net","","torch/imagenet","hib","resnet50","0","","./output/train/20230522-153043856997-resnet50-224/checkpoint-7.pth.tar","0.5223666666666666","0.6309407154719034","0.5339471201101939","","0.27823333333333333","","0.6014333333333334","","0.565","0.6464337507883707","0.5256314178307852","0.6349","0.28076666666666666","0.565","0.6349","0.28076666666666666","0.7152","0.3995","0.361184422454834"
"olive-sweep-3","sc7jllki","1717","finished","2023-08-14T21:11:14.000Z","66.902","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256dropout","0","","./output/train/20230622-174021161286-vit_medium_patch16_gap_256dropout-256/checkpoint-12.pth.tar","0.5234","0.6705459157625834","0.7000178098678589","","0.4852","","0.7115","","0.5419333333333334","0.6650524139404297","0.6751101215680441","0.7252333333333333","0.4713333333333333","0.5419333333333334","0.7252333333333333","0.4713333333333333","0.79","0.6101","1.2276455899810792"
"amber-sweep-2","wkrzuhkg","1501","finished","2023-08-14T21:10:42.000Z","76.53","class-entropy","","torch/imagenet","cross-entropy","resnet50sngp","0","","./output/train/20230522-110728873993-resnet50sngp-224/checkpoint-6.pth.tar","0.513","0.7545980215072632","0.7402162750562032","","0.24273333333333333","","0.7196666666666666","","0.5578","0.7379481395085653","0.7065684000651041","0.7258666666666667","0.27423333333333333","0.5578","0.7258666666666667","0.27423333333333333","0.8203","0.7066","0.47338006553649903"
"noble-sweep-2","yeatdfjo","1521","finished","2023-08-14T21:10:25.000Z","67.318","class-entropy","","torch/imagenet","cross-entropy","resnet50","0","","./output/train/20230518-185200709841-resnet50-224/checkpoint-4.pth.tar","0.4918666666666667","0.644205629825592","0.6809525489807129","","0.42723333333333335","","0.7052","","0.5334","0.6425552368164062","0.6580001711845398","0.7153333333333333","0.4351","0.5334","0.7153333333333333","0.4351","0.7713","0.5672","0.476889295425415"
"leafy-sweep-2","2jq3z5et","1516","finished","2023-08-14T21:05:58.000Z","59.526","pred-net","","torch/imagenet","elk","resnet50","0","","./output/train/20230518-175959836960-resnet50-224/checkpoint-2.pth.tar","0.5581999999999999","0.5726591547330221","0.41978051513433456","","0.42506666666666665","","0.8488000000000001","","0.5612333333333334","0.5964017311731974","0.4300483564535777","0.8464666666666667","0.4259333333333334","0.5612333333333334","0.8464666666666667","0.4259333333333334","0.5857","0.4924","0.47573048431396486"
"misunderstood-sweep-2","lk8ymntw","1514","finished","2023-08-14T21:05:58.000Z","72.706","pred-net","","torch/imagenet","mcinfonce","resnet50","0","","./output/train/20230522-102915224259-resnet50-224/checkpoint-1.pth.tar","0.5645333333333333","0.6441675027211508","0.6296356121699015","","0.4323333333333333","","0.6582666666666667","","0.5643333333333334","0.6371488571166992","0.611450711886088","0.6782","0.427","0.5643333333333334","0.6782","0.427","0.6723","0.6602","0.3664298819732666"
"valiant-sweep-3","zvf3wpeh","1084","finished","2023-08-14T21:03:13.000Z","72.66","class-entropy","","torch/imagenet","cross-entropy","resnet50hetxl","0","","./output/train/20230602-173851123674-resnet50hetxl-224/checkpoint-16.pth.tar","0.5092666666666666","0.7076314091682434","0.7043671607971191","","0.29466666666666663","","0.6614333333333334","","0.5411","0.6982362071673075","0.6850374738375345","0.6774333333333334","0.3208","0.5411","0.6774333333333334","0.3208","0.799","0.63","0.2882205897521973"
"frosty-sweep-3","4f7hi4hx","934","finished","2023-08-14T20:59:15.000Z","63.802","pred-net","","torch/imagenet","nivmf","vit_medium_patch16_gap_256","0","","./output/train/20230703-100044196876-vit_medium_patch16_gap_256-256/checkpoint-5.pth.tar","0.5191","0.4867030878861745","0.36515002449353534","","0.48396666666666666","","0.6993333333333335","","0.5338333333333333","0.49946435292561847","0.3928244014581044","0.6897666666666668","0.478","0.5338333333333333","0.6897666666666668","0.478","0.4641","0.5527","0.15491281898498535"
"sweet-sweep-3","zsvvbuxj","929","finished","2023-08-14T20:56:08.000Z","73.7","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256hetxl","0","","./output/train/20230602-174209727806-vit_medium_patch16_gap_256hetxl-256/checkpoint-0.pth.tar","0.5289666666666667","0.6543843348821005","0.663123627503713","","0.5198333333333334","","0.7309333333333333","","0.5461999999999999","0.6469286680221558","0.6329737305641174","0.7492333333333333","0.496","0.5461999999999999","0.7492333333333333","0.496","0.7378","0.7583","0.30675842918395996"
"dulcet-sweep-1","47iv75q9","1557","finished","2023-08-14T20:49:58.000Z","77.946","pred-net","","torch/imagenet","nivmf","resnet50","0","","./output/train/20230621-164518362736-resnet50-224/checkpoint-0.pth.tar","0.5632","0.56381227572759","0.5226103067398071","","0.4269","","0.7085666666666667","","0.5397666666666666","0.5381415287653605","0.4816672007242839","0.7394666666666666","0.43566666666666665","0.5397666666666666","0.7394666666666666","0.43566666666666665","0.5637","0.7289","0.23864294960021973"
